Universidad,Carrera,Cuatrimestre,Periodo,Materia
UT Tamaulipas Norte,Ing. En Energía Y Desarrollo Sost.,11,Cuatrimestre 11,ESTADÍA INGENIERÍA EN ENERGÍA Y DESARROLLO SOSTENIBLE
UT Tamaulipas Norte,Ing. En Logística,1,Cuatrimestre 1,Administración y Principios de Economía
UT Tamaulipas Norte,Ing. En Logística,1,Cuatrimestre 1,Comunicación y Habilidades Digitales
UT Tamaulipas Norte,Ing. En Logística,1,Cuatrimestre 1,Desarrollo Humano y Valores
UT Tamaulipas Norte,Ing. En Logística,1,Cuatrimestre 1,Fundamentos Matemáticos
UT Tamaulipas Norte,Ing. En Logística,1,Cuatrimestre 1,Fundamentos de la Cadena de Suministros
UT Tamaulipas Norte,Ing. En Logística,1,Cuatrimestre 1,Inglés I
UT Tamaulipas Norte,Ing. En Logística,1,Cuatrimestre 1,Probabilidad y Estadística
UT Tamaulipas Norte,Ing. En Logística,2,Cuatrimestre 2,Cálculo Diferencial
UT Tamaulipas Norte,Ing. En Logística,2,Cuatrimestre 2,Física
UT Tamaulipas Norte,Ing. En Logística,2,Cuatrimestre 2,Gestión de Almacén
UT Tamaulipas Norte,Ing. En Logística,2,Cuatrimestre 2,Habilidades Socioemocionales y Manejo de Conflictos
UT Tamaulipas Norte,Ing. En Logística,2,Cuatrimestre 2,Inglés II
UT Tamaulipas Norte,Ing. En Logística,2,Cuatrimestre 2,Logística de Abastecimiento
UT Tamaulipas Norte,Ing. En Logística,2,Cuatrimestre 2,Marco Regulatorio del Comercio Internacional
UT Tamaulipas Norte,Ing. En Logística,3,Cuatrimestre 3,Calidad en la Cadena de Suministros
UT Tamaulipas Norte,Ing. En Logística,3,Cuatrimestre 3,Costos y Presupuestos Logísticos
UT Tamaulipas Norte,Ing. En Logística,3,Cuatrimestre 3,Cálculo Integral
UT Tamaulipas Norte,Ing. En Logística,3,Cuatrimestre 3,Desarrollo del Pensamiento y Toma de Decisiones
UT Tamaulipas Norte,Ing. En Logística,3,Cuatrimestre 3,Inglés III
UT Tamaulipas Norte,Ing. En Logística,3,Cuatrimestre 3,Proyecto Integrador I
UT Tamaulipas Norte,Ing. En Logística,3,Cuatrimestre 3,Tráfico y Sistemas de Transporte
UT Tamaulipas Norte,Ing. En Logística,4,Cuatrimestre 4,Administración de Materiales de Producción
UT Tamaulipas Norte,Ing. En Logística,4,Cuatrimestre 4,Administración y Control de Inventarios
UT Tamaulipas Norte,Ing. En Logística,4,Cuatrimestre 4,Cálculo de Varias Variables
UT Tamaulipas Norte,Ing. En Logística,4,Cuatrimestre 4,Geografía e Infraestructura Logística
UT Tamaulipas Norte,Ing. En Logística,4,Cuatrimestre 4,Inglés IV
UT Tamaulipas Norte,Ing. En Logística,4,Cuatrimestre 4,Pronósticos en la Cadena de Suministros
UT Tamaulipas Norte,Ing. En Logística,4,Cuatrimestre 4,Ética Profesional
UT Tamaulipas Norte,Ing. En Logística,5,Cuatrimestre 5,Ecuaciones Diferenciales
UT Tamaulipas Norte,Ing. En Logística,5,Cuatrimestre 5,Gestión de la Cadena de Suministro
UT Tamaulipas Norte,Ing. En Logística,5,Cuatrimestre 5,Inglés V
UT Tamaulipas Norte,Ing. En Logística,5,Cuatrimestre 5,Liderazgo de Equipos de Alto Desempeño
UT Tamaulipas Norte,Ing. En Logística,5,Cuatrimestre 5,Operaciones de Comercio Exterior
UT Tamaulipas Norte,Ing. En Logística,5,Cuatrimestre 5,Proyecto Integrador II
UT Tamaulipas Norte,Ing. En Logística,5,Cuatrimestre 5,TIC'S Aplicadas a la Cadena de Suministros
UT Tamaulipas Norte,Ing. En Logística,6,VI (Estadía TSU),ESTADÍA TSU EN CADENA DE SUMINISTROS
UT Tamaulipas Norte,Ing. En Logística,7,Cuatrimestre 7,Diseño de Redes Logísticas
UT Tamaulipas Norte,Ing. En Logística,7,Cuatrimestre 7,Inglés VI
UT Tamaulipas Norte,Ing. En Logística,7,Cuatrimestre 7,Investigación de Operaciones Logísticas
UT Tamaulipas Norte,Ing. En Logística,7,Cuatrimestre 7,Logística de Producción
UT Tamaulipas Norte,Ing. En Logística,7,Cuatrimestre 7,Optativa I
UT Tamaulipas Norte,Ing. En Logística,8,Cuatrimestre 8,Habilidades Gerenciales
UT Tamaulipas Norte,Ing. En Logística,8,Cuatrimestre 8,Inglés VII
UT Tamaulipas Norte,Ing. En Logística,8,Cuatrimestre 8,Optativa II
UT Tamaulipas Norte,Ing. En Logística,8,Cuatrimestre 8,Planeación y Organización del Trabajo
UT Tamaulipas Norte,Ing. En Logística,8,Cuatrimestre 8,Sostenibilidad Ambiental en la Cadena de Suministros
UT Tamaulipas Norte,Ing. En Logística,8,Cuatrimestre 8,Tendencias en la Cadena de Suministros
UT Tamaulipas Norte,Ing. En Logística,9,Cuatrimestre 9,Administración de Operaciones Logísticas
UT Tamaulipas Norte,Ing. En Logística,9,Cuatrimestre 9,Inglés VIII
UT Tamaulipas Norte,Ing. En Logística,9,Cuatrimestre 9,Optativa III
UT Tamaulipas Norte,Ing. En Logística,9,Cuatrimestre 9,Seguridad en la Cadena de Suministros
UT Tamaulipas Norte,Ing. En Logística,9,Cuatrimestre 9,Simulación de Procesos Logísticos
UT Tamaulipas Norte,Ing. En Logística,10,X (Estadía Ingeniería),Análisis de Datos para la Toma de Decisiones
UT Tamaulipas Norte,Ing. En Logística,10,X (Estadía Ingeniería),Gestión del Comercio Internacional
UT Tamaulipas Norte,Ing. En Logística,10,X (Estadía Ingeniería),Ingeniería Económica
UT Tamaulipas Norte,Ing. En Logística,10,X (Estadía Ingeniería),Planeación Estratégica
UT Tamaulipas Norte,Ing. En Logística,10,X (Estadía Ingeniería),Proyecto Integrador III
UT Tamaulipas Norte,Ing. En Logística,11,Cuatrimestre 11,ESTADÍA INGENIERÍA EN LOGÍSTICA
UT Tamaulipas Norte,Ing. En Logística Internacional,1,Cuatrimestre 1,Comunicación y Habilidades Digitales
UT Tamaulipas Norte,Ing. En Logística Internacional,1,Cuatrimestre 1,Desarrollo Humano y Valores
UT Tamaulipas Norte,Ing. En Logística Internacional,1,Cuatrimestre 1,Economía Internacional
UT Tamaulipas Norte,Ing. En Logística Internacional,1,Cuatrimestre 1,Estructura Organizacional
UT Tamaulipas Norte,Ing. En Logística Internacional,1,Cuatrimestre 1,Fundamentos Matemáticos
UT Tamaulipas Norte,Ing. En Logística Internacional,1,Cuatrimestre 1,Inglés I
UT Tamaulipas Norte,Ing. En Logística Internacional,1,Cuatrimestre 1,Normatividad Aplicada al Comercio Exterior I
UT Tamaulipas Norte,Ing. En Logística Internacional,2,Cuatrimestre 2,Clasificación Arancelaria I
UT Tamaulipas Norte,Ing. En Logística Internacional,2,Cuatrimestre 2,Cálculo Diferencial
UT Tamaulipas Norte,Ing. En Logística Internacional,2,Cuatrimestre 2,Fundamentos de Logística
UT Tamaulipas Norte,Ing. En Logística Internacional,2,Cuatrimestre 2,Habilidades Socioemocionales y Manejo de Conflictos
UT Tamaulipas Norte,Ing. En Logística Internacional,2,Cuatrimestre 2,Inglés II
UT Tamaulipas Norte,Ing. En Logística Internacional,2,Cuatrimestre 2,Mercadotecnia Internacional
UT Tamaulipas Norte,Ing. En Logística Internacional,2,Cuatrimestre 2,Normatividad Aplicada al Comercio Exterior II
UT Tamaulipas Norte,Ing. En Logística Internacional,3,Cuatrimestre 3,Administración de Ventas
UT Tamaulipas Norte,Ing. En Logística Internacional,3,Cuatrimestre 3,Clasificación Arancelaria II
UT Tamaulipas Norte,Ing. En Logística Internacional,3,Cuatrimestre 3,Cálculo Integral
UT Tamaulipas Norte,Ing. En Logística Internacional,3,Cuatrimestre 3,Desarrollo del Pensamiento y Toma de Decisiones
UT Tamaulipas Norte,Ing. En Logística Internacional,3,Cuatrimestre 3,Física
UT Tamaulipas Norte,Ing. En Logística Internacional,3,Cuatrimestre 3,Inglés III
UT Tamaulipas Norte,Ing. En Logística Internacional,3,Cuatrimestre 3,Proyecto Integrador I
UT Tamaulipas Norte,Ing. En Logística Internacional,4,Cuatrimestre 4,Clasificación Arancelaria III
UT Tamaulipas Norte,Ing. En Logística Internacional,4,Cuatrimestre 4,Cálculo de Varias Variables
UT Tamaulipas Norte,Ing. En Logística Internacional,4,Cuatrimestre 4,Inglés IV
UT Tamaulipas Norte,Ing. En Logística Internacional,4,Cuatrimestre 4,Presupuestos Logísticos
UT Tamaulipas Norte,Ing. En Logística Internacional,4,Cuatrimestre 4,Probabilidad y Estadística
UT Tamaulipas Norte,Ing. En Logística Internacional,4,Cuatrimestre 4,Trámites Legales Aplicados
UT Tamaulipas Norte,Ing. En Logística Internacional,4,Cuatrimestre 4,Ética Profesional
UT Tamaulipas Norte,Ing. En Logística Internacional,5,Cuatrimestre 5,Contribuciones al Comercio Exterior
UT Tamaulipas Norte,Ing. En Logística Internacional,5,Cuatrimestre 5,Ecuaciones Diferenciales
UT Tamaulipas Norte,Ing. En Logística Internacional,5,Cuatrimestre 5,Inglés V
UT Tamaulipas Norte,Ing. En Logística Internacional,5,Cuatrimestre 5,Liderazgo de Equipos de Alto Desempeño
UT Tamaulipas Norte,Ing. En Logística Internacional,5,Cuatrimestre 5,Pedimento y su Legislación
UT Tamaulipas Norte,Ing. En Logística Internacional,5,Cuatrimestre 5,Proyecto Integrador II
UT Tamaulipas Norte,Ing. En Logística Internacional,5,Cuatrimestre 5,Seguimiento Logístico
UT Tamaulipas Norte,Ing. En Logística Internacional,6,VI (Estadía TSU),ESTADÍA TSU EN OPERACIONES LOGÍSTICAS Y COMERCIO EXTERIOR
UT Tamaulipas Norte,Ing. En Logística Internacional,7,Cuatrimestre 7,Administración de Sistemas Logísticos
UT Tamaulipas Norte,Ing. En Logística Internacional,7,Cuatrimestre 7,"Envase, Empaque, Embalaje"
UT Tamaulipas Norte,Ing. En Logística Internacional,7,Cuatrimestre 7,Gestión de Cadena de Suministro
UT Tamaulipas Norte,Ing. En Logística Internacional,7,Cuatrimestre 7,Gestión de Operación Aduanera
UT Tamaulipas Norte,Ing. En Logística Internacional,7,Cuatrimestre 7,Habilidades Gerenciales
UT Tamaulipas Norte,Ing. En Logística Internacional,8,Cuatrimestre 8,Administración de Operaciones de Tráfico I
UT Tamaulipas Norte,Ing. En Logística Internacional,8,Cuatrimestre 8,Contabilidad Básica
UT Tamaulipas Norte,Ing. En Logística Internacional,8,Cuatrimestre 8,Gestión de Calidad en la Logística
UT Tamaulipas Norte,Ing. En Logística Internacional,8,Cuatrimestre 8,Inglés VI
UT Tamaulipas Norte,Ing. En Logística Internacional,8,Cuatrimestre 8,Investigación de Operaciones
UT Tamaulipas Norte,Ing. En Logística Internacional,9,Cuatrimestre 9,Administración de Operaciones de Tráfico II
UT Tamaulipas Norte,Ing. En Logística Internacional,9,Cuatrimestre 9,Finanzas Internacionales
UT Tamaulipas Norte,Ing. En Logística Internacional,9,Cuatrimestre 9,Inglés VII
UT Tamaulipas Norte,Ing. En Logística Internacional,9,Cuatrimestre 9,Logística de Transporte
UT Tamaulipas Norte,Ing. En Logística Internacional,9,Cuatrimestre 9,Metodología de la Investigación
UT Tamaulipas Norte,Ing. En Logística Internacional,9,Cuatrimestre 9,Seguridad en la Cadena de Suministro
UT Tamaulipas Norte,Ing. En Logística Internacional,10,X (Estadía Ingeniería),Administración de Proyectos con Enfoque Sostenible
UT Tamaulipas Norte,Ing. En Logística Internacional,10,X (Estadía Ingeniería),Cumplimiento Normativo
UT Tamaulipas Norte,Ing. En Logística Internacional,10,X (Estadía Ingeniería),"Infracciones, Sanciones y Medios de Defensa"
UT Tamaulipas Norte,Ing. En Logística Internacional,10,X (Estadía Ingeniería),Inglés VIII
UT Tamaulipas Norte,Ing. En Logística Internacional,10,X (Estadía Ingeniería),Proyecto Integrador III
UT Tamaulipas Norte,Ing. En Logística Internacional,11,Cuatrimestre 11,ESTADÍA INGENIERÍA EN LOGÍSTICA INTERNACIONAL
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,1,Cuatrimestre 1,Comunicación y Habilidades Digitales
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,1,Cuatrimestre 1,Desarrollo Humano y Valores
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,1,Cuatrimestre 1,Dibujo Industrial
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,1,Cuatrimestre 1,Fundamentos Matemáticos
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,1,Cuatrimestre 1,Fundamentos de Mantenimiento
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,1,Cuatrimestre 1,Inglés I
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,1,Cuatrimestre 1,Seguridad Industrial
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,2,Cuatrimestre 2,Cálculo Diferencial
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,2,Cuatrimestre 2,Física
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,2,Cuatrimestre 2,Gestión del Mantenimiento
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,2,Cuatrimestre 2,Habilidades Socioemocionales y Manejo de Conflictos
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,2,Cuatrimestre 2,Inglés II
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,2,Cuatrimestre 2,Probabilidad y Estadística
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,2,Cuatrimestre 2,Termodinámica
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,3,Cuatrimestre 3,Cálculo Integral
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,3,Cuatrimestre 3,Desarrollo del Pensamiento y Toma de Decisiones
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,3,Cuatrimestre 3,Electrónica Analógica
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,3,Cuatrimestre 3,Inglés III
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,3,Cuatrimestre 3,Máquinas y Mecanismos
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,3,Cuatrimestre 3,Proyecto Integrador I
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,3,Cuatrimestre 3,Sistemas Eléctricos
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,4,Cuatrimestre 4,Cálculo de Varias Variables
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,4,Cuatrimestre 4,Electrónica Digital
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,4,Cuatrimestre 4,Inglés IV
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,4,Cuatrimestre 4,Mantenimiento a Procesos de Manufactura
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,4,Cuatrimestre 4,Máquinas Eléctricas
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,4,Cuatrimestre 4,Sistemas Neumáticos e Hidráulicos
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,4,Cuatrimestre 4,Ética Profesional
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,5,Cuatrimestre 5,Automatización y Robótica
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,5,Cuatrimestre 5,Ciencia de los Materiales
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,5,Cuatrimestre 5,Ecuaciones Diferenciales
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,5,Cuatrimestre 5,Inglés V
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,5,Cuatrimestre 5,Liderazgo de Equipos de Alto Desempeño
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,5,Cuatrimestre 5,Proyecto Integrador II
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,5,Cuatrimestre 5,Sistemas Térmicos e Industriales
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,6,VI (Estadía TSU),ESTADÍA TSU EN MANTENIMIENTO INDUSTRIAL
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,7,Cuatrimestre 7,Administración Estratégica para Mantenimiento
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,7,Cuatrimestre 7,Física para Ingeniería
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,7,Cuatrimestre 7,Habilidades Gerenciales
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,7,Cuatrimestre 7,Inglés VI
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,7,Cuatrimestre 7,Instalaciones Eléctricas
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,7,Cuatrimestre 7,Tribología
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,8,Cuatrimestre 8,Gestión Ambiental
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,8,Cuatrimestre 8,Inglés VII
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,8,Cuatrimestre 8,Mantenimiento Predictivo Mecánico
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,8,Cuatrimestre 8,Métodos y Sistemas de Trabajo
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,8,Cuatrimestre 8,Técnicas TPM y RCM
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,9,Cuatrimestre 9,Ensayos No Destructivos
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,9,Cuatrimestre 9,Gestión del Talento Humano
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,9,Cuatrimestre 9,Ingeniería Económica
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,9,Cuatrimestre 9,Inglés VIII
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,9,Cuatrimestre 9,Protocolos de Operación y Mantenimiento
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,9,Cuatrimestre 9,Sistemas Automatizados y Redes Industriales
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,10,X (Estadía Ingeniería),Ensayos No Destructivos
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,10,X (Estadía Ingeniería),Manufactura Asistida por Computadora
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,10,X (Estadía Ingeniería),Proyecto Integrador III
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,10,X (Estadía Ingeniería),Visualización y Control de Procesos
UT Tamaulipas Norte,Ing. En Mantenimiento Industrial,11,Cuatrimestre 11,ESTADÍA INGENIERÍA EN MANTENIMIENTO INDUSTRIAL
UT Tamaulipas Norte,Ing. En Mecatrónica,1,Cuatrimestre 1,Comunicación y Habilidades Digitales
UT Tamaulipas Norte,Ing. En Mecatrónica,1,Cuatrimestre 1,Desarrollo Humano y Valores
UT Tamaulipas Norte,Ing. En Mecatrónica,1,Cuatrimestre 1,Fundamentos Matemáticos
UT Tamaulipas Norte,Ing. En Mecatrónica,1,Cuatrimestre 1,Inglés I
UT Tamaulipas Norte,Ing. En Mecatrónica,1,Cuatrimestre 1,Metodología de la Programación
UT Tamaulipas Norte,Ing. En Mecatrónica,1,Cuatrimestre 1,Metrología
UT Tamaulipas Norte,Ing. En Mecatrónica,1,Cuatrimestre 1,Procesos Industriales
UT Tamaulipas Norte,Ing. En Mecatrónica,2,Cuatrimestre 2,Circuitos Eléctricos
UT Tamaulipas Norte,Ing. En Mecatrónica,2,Cuatrimestre 2,Cálculo Diferencial
UT Tamaulipas Norte,Ing. En Mecatrónica,2,Cuatrimestre 2,Dibujo para Ingeniería
UT Tamaulipas Norte,Ing. En Mecatrónica,2,Cuatrimestre 2,Física
UT Tamaulipas Norte,Ing. En Mecatrónica,2,Cuatrimestre 2,Habilidades Socioemocionales y Manejo de Conflictos
UT Tamaulipas Norte,Ing. En Mecatrónica,2,Cuatrimestre 2,Inglés II
UT Tamaulipas Norte,Ing. En Mecatrónica,2,Cuatrimestre 2,Probabilidad y Estadística
UT Tamaulipas Norte,Ing. En Mecatrónica,3,Cuatrimestre 3,Cálculo Integral
UT Tamaulipas Norte,Ing. En Mecatrónica,3,Cuatrimestre 3,Desarrollo del Pensamiento y Toma de Decisiones
UT Tamaulipas Norte,Ing. En Mecatrónica,3,Cuatrimestre 3,Electrónica Analógica y de Potencia
UT Tamaulipas Norte,Ing. En Mecatrónica,3,Cuatrimestre 3,Electrónica Digital
UT Tamaulipas Norte,Ing. En Mecatrónica,3,Cuatrimestre 3,Elementos Mecánicos
UT Tamaulipas Norte,Ing. En Mecatrónica,3,Cuatrimestre 3,Inglés III
UT Tamaulipas Norte,Ing. En Mecatrónica,3,Cuatrimestre 3,Proyecto Integrador I
UT Tamaulipas Norte,Ing. En Mecatrónica,4,Cuatrimestre 4,Control de Motores Eléctricos
UT Tamaulipas Norte,Ing. En Mecatrónica,4,Cuatrimestre 4,Cálculo de Varias Variables
UT Tamaulipas Norte,Ing. En Mecatrónica,4,Cuatrimestre 4,Estructuras y Propiedades de los Materiales
UT Tamaulipas Norte,Ing. En Mecatrónica,4,Cuatrimestre 4,Inglés IV
UT Tamaulipas Norte,Ing. En Mecatrónica,4,Cuatrimestre 4,Instrumentación Industrial
UT Tamaulipas Norte,Ing. En Mecatrónica,4,Cuatrimestre 4,Sistemas Neumáticos e Hidráulicos
UT Tamaulipas Norte,Ing. En Mecatrónica,4,Cuatrimestre 4,Ética Profesional
UT Tamaulipas Norte,Ing. En Mecatrónica,5,Cuatrimestre 5,Controladores Lógicos Programables
UT Tamaulipas Norte,Ing. En Mecatrónica,5,Cuatrimestre 5,Ecuaciones Diferenciales
UT Tamaulipas Norte,Ing. En Mecatrónica,5,Cuatrimestre 5,Implementación de Sistemas Automáticos
UT Tamaulipas Norte,Ing. En Mecatrónica,5,Cuatrimestre 5,Inglés V
UT Tamaulipas Norte,Ing. En Mecatrónica,5,Cuatrimestre 5,Liderazgo de Equipos de Alto Desempeño
UT Tamaulipas Norte,Ing. En Mecatrónica,5,Cuatrimestre 5,Procesos de Manufactura
UT Tamaulipas Norte,Ing. En Mecatrónica,5,Cuatrimestre 5,Proyecto Integrador II
UT Tamaulipas Norte,Ing. En Mecatrónica,6,VI (Estadía TSU),ESTADÍA TSU EN AUTOMATIZACIÓN
UT Tamaulipas Norte,Ing. En Mecatrónica,7,Cuatrimestre 7,Análisis de Mecanismos
UT Tamaulipas Norte,Ing. En Mecatrónica,7,Cuatrimestre 7,Cinemática y Dinámica de Robots
UT Tamaulipas Norte,Ing. En Mecatrónica,7,Cuatrimestre 7,Habilidades Gerenciales
UT Tamaulipas Norte,Ing. En Mecatrónica,7,Cuatrimestre 7,Inglés VI
UT Tamaulipas Norte,Ing. En Mecatrónica,7,Cuatrimestre 7,Instrumentación Virtual
UT Tamaulipas Norte,Ing. En Mecatrónica,8,Cuatrimestre 8,Administración de Mantenimiento
UT Tamaulipas Norte,Ing. En Mecatrónica,8,Cuatrimestre 8,Diseño Asistido por Computadora
UT Tamaulipas Norte,Ing. En Mecatrónica,8,Cuatrimestre 8,Diseño Mecánico
UT Tamaulipas Norte,Ing. En Mecatrónica,8,Cuatrimestre 8,Inglés VII
UT Tamaulipas Norte,Ing. En Mecatrónica,8,Cuatrimestre 8,Modelado y Simulación de Sistemas
UT Tamaulipas Norte,Ing. En Mecatrónica,8,Cuatrimestre 8,Sistemas Embebidos
UT Tamaulipas Norte,Ing. En Mecatrónica,9,Cuatrimestre 9,Diseño de Sistemas Mecatrónicos
UT Tamaulipas Norte,Ing. En Mecatrónica,9,Cuatrimestre 9,Ingeniería de Control
UT Tamaulipas Norte,Ing. En Mecatrónica,9,Cuatrimestre 9,Inglés VIII
UT Tamaulipas Norte,Ing. En Mecatrónica,9,Cuatrimestre 9,Programación de Robots Industriales
UT Tamaulipas Norte,Ing. En Mecatrónica,9,Cuatrimestre 9,Sistemas CAM CNC
UT Tamaulipas Norte,Ing. En Mecatrónica,10,X (Estadía Ingeniería),Control Avanzado
UT Tamaulipas Norte,Ing. En Mecatrónica,10,X (Estadía Ingeniería),Ingeniería Asistida por Computadora
UT Tamaulipas Norte,Ing. En Mecatrónica,10,X (Estadía Ingeniería),Proyecto Integrador III
UT Tamaulipas Norte,Ing. En Mecatrónica,10,X (Estadía Ingeniería),Sistemas Eléctricos Industriales
UT Tamaulipas Norte,Ing. En Mecatrónica,10,X (Estadía Ingeniería),Sistemas de Manufactura Flexible
UT Tamaulipas Norte,Ing. En Mecatrónica,11,Cuatrimestre 11,ESTADÍA INGENIERÍA EN MECATRÓNICA
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,1,Cuatrimestre 1,Comunicación y Habilidades Digitales
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,1,Cuatrimestre 1,Desarrollo Humano y Valores
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,1,Cuatrimestre 1,Fundamentos Matemáticos
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,1,Cuatrimestre 1,Fundamentos de Programación
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,1,Cuatrimestre 1,Fundamentos de Redes
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,1,Cuatrimestre 1,Física
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,1,Cuatrimestre 1,Inglés I
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,2,Cuatrimestre 2,Conmutación y Enrutamiento de Redes
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,2,Cuatrimestre 2,Cálculo Diferencial
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,2,Cuatrimestre 2,Habilidades Socioemocionales y Manejo de Conflictos
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,2,Cuatrimestre 2,Inglés II
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,2,Cuatrimestre 2,Probabilidad y Estadística
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,2,Cuatrimestre 2,Programación Estructurada
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,2,Cuatrimestre 2,Sistemas Operativos
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,3,Cuatrimestre 3,Bases de Datos
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,3,Cuatrimestre 3,Cálculo Integral
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,3,Cuatrimestre 3,Desarrollo del Pensamiento y Toma de Decisiones
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,3,Cuatrimestre 3,Inglés III
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,3,Cuatrimestre 3,Programación Orientada a Objetos
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,3,Cuatrimestre 3,Proyecto Integrador I
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,3,Cuatrimestre 3,Tópicos de Calidad para el Diseño de Software
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,4,Cuatrimestre 4,Aprendizaje Computacional
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,4,Cuatrimestre 4,Cálculo de Varias Variables
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,4,Cuatrimestre 4,Inglés IV
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,4,Cuatrimestre 4,Procesamiento de Información
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,4,Cuatrimestre 4,Programación Lógica y Funcional
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,4,Cuatrimestre 4,Programación de Lenguajes Especializados
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,4,Cuatrimestre 4,Ética Profesional
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,5,Cuatrimestre 5,Cómputo de Alto Rendimiento
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,5,Cuatrimestre 5,Ecuaciones Diferenciales
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,5,Cuatrimestre 5,Inglés V
